Part Nbr,Part Description,Part Revision Nbr,MQI Rev Nbr,PO Nbr,Line Nbr,Sched Rel,Status Code,Buyer Code,Open Sched Qty,Need Date,Promise Date,Delivery Date,PO Status,Notes,Division Name,Last Rcpt Qty,Location Name,PO Rel,Last Rcpt Date,Accum Rcpt Qty,In Transit Qty,Orig Need Date,Orig Sched Qty,DivisionID,LocationCD,Company Nbr,Order Date,Contract Nbr,Stocking UOM,Supplier Name,Supplier ID
Part 34,PISTON HEAD  -KB,-,2,KBA500328A,18,29,PL,12,50,11/08/2027,,11/08/2027,Open,N,FLUID SYSTEMS - IRVINE,50.0,"IRVINE, CA",0,10/30/2025,0,0.0,01/30/2000,50,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 27,NOZZLE,D,5,LTA500328A,18,38,PL,12,80,11/08/2027,,11/08/2027,Open,N,FLUID SYSTEMS - IRVINE,30.0,"IRVINE, CA",0,10/14/2025,0,0.0,02/08/2000,80,687648,J1,66,12/12/2016,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 13,RETAINER ASSY         -KB,D,3,KBA500328A,8,74,PL,12,16,11/10/2027,,11/10/2027,Open,N,FLUID SYSTEMS - IRVINE,14.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/15/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,134,PL,12,6,11/11/2027,,11/11/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/14/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,127,PL,12,15,11/10/2027,,11/10/2027,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,05/07/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 6,"FITTING, CABLE        -KB",A,5,KBA500328A,11,53,PL,12,10,11/12/2027,,11/12/2027,Open,N,FLUID SYSTEMS - IRVINE,10.0,"IRVINE, CA",0,08/13/2025,0,0.0,02/23/2000,10,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 19,ASSY-HOUSING-SHARED,D,12,LTA5F0328A,5,163,PL,12,4,11/12/2027,,11/12/2027,Open,N,FLUID SYSTEMS - IRVINE,17.0,"IRVINE, CA",0,10/28/2025,0,0.0,06/12/2000,10,687648,J1,66,05/22/2017,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 19,ASSY-HOUSING-SHARED,D,12,LTA5F0328A,5,164,PL,12,18,11/12/2027,,11/12/2027,Open,N,FLUID SYSTEMS - IRVINE,17.0,"IRVINE, CA",0,10/28/2025,0,0.0,06/13/2000,18,687648,J1,66,05/22/2017,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 31,STUB PIPE-GY,C,8,LTA5F0328A,8,99,PL,12,45,11/15/2027,,11/15/2027,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/07/2025,0,0.0,04/09/2000,36,687648,J1,66,05/22/2017,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 11,PISTON-ASSY-GY      -KB,A,11,KBA500328A,16,78,PL,12,40,11/16/2027,,11/16/2027,Open,N,FLUID SYSTEMS - IRVINE,40.0,"IRVINE, CA",0,11/18/2025,0,0.0,03/19/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,157,PL,12,12,11/17/2027,,11/17/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,06/06/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,128,PL,12,15,11/17/2027,,11/17/2027,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,05/08/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,135,PL,12,6,11/18/2027,,11/18/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/15/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 15,BRACKET               -KB,-,2,KBA500328A,9,75,PL,12,20,11/22/2027,,11/22/2027,Open,N,FLUID SYSTEMS - IRVINE,19.0,"IRVINE, CA",0,07/09/2025,0,0.0,03/16/2000,20,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 5,PISTON                -KB,-,1,KBA500328A,7,73,PL,12,16,11/24/2027,,11/24/2027,Open,N,FLUID SYSTEMS - IRVINE,20.0,"IRVINE, CA",0,10/09/2025,0,0.0,03/14/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 13,RETAINER ASSY         -KB,D,3,KBA500328A,8,75,PL,12,16,11/24/2027,,11/24/2027,Open,N,FLUID SYSTEMS - IRVINE,14.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/16/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,158,PL,12,12,11/24/2027,,11/24/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,06/07/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,159,PL,12,12,12/02/2027,,12/02/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,06/08/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,136,PL,12,6,11/29/2027,,11/29/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/16/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,129,PL,12,15,12/02/2027,,12/02/2027,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,05/09/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,137,PL,12,6,12/03/2027,,12/03/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/17/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 11,PISTON-ASSY-GY      -KB,A,11,KBA500328A,16,79,PL,12,40,12/07/2027,,12/07/2027,Open,N,FLUID SYSTEMS - IRVINE,40.0,"IRVINE, CA",0,11/18/2025,0,0.0,03/20/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 34,PISTON HEAD  -KB,-,2,KBA500328A,18,30,PL,12,50,12/07/2027,,12/07/2027,Open,N,FLUID SYSTEMS - IRVINE,50.0,"IRVINE, CA",0,10/30/2025,0,0.0,01/31/2000,50,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 31,STUB PIPE-GY,C,8,LTA5F0328A,8,100,PL,12,45,12/07/2027,,12/07/2027,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/07/2025,0,0.0,04/10/2000,19,687648,J1,66,05/22/2017,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 5,PISTON                -KB,-,1,KBA500328A,7,74,PL,12,16,12/09/2027,,12/09/2027,Open,N,FLUID SYSTEMS - IRVINE,20.0,"IRVINE, CA",0,10/09/2025,0,0.0,03/15/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,160,PL,12,12,12/09/2027,,12/09/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,06/09/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,130,PL,12,15,12/09/2027,,12/09/2027,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,05/10/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,138,PL,12,6,12/10/2027,,12/10/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/18/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 15,BRACKET               -KB,-,2,KBA500328A,9,76,PL,12,20,12/13/2027,,12/13/2027,Open,N,FLUID SYSTEMS - IRVINE,19.0,"IRVINE, CA",0,07/09/2025,0,0.0,03/17/2000,20,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 33,"CLEVIS, ACTUATOR      -KB",-,1,KBA500328A,10,53,PL,12,10,12/13/2027,,12/13/2027,Open,N,FLUID SYSTEMS - IRVINE,10.0,"IRVINE, CA",0,10/30/2025,0,0.0,02/23/2000,10,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 6,"FITTING, CABLE        -KB",A,5,KBA500328A,11,54,PL,12,10,12/13/2027,,12/13/2027,Open,N,FLUID SYSTEMS - IRVINE,10.0,"IRVINE, CA",0,08/13/2025,0,0.0,02/24/2000,10,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,161,PL,12,12,12/15/2027,,12/15/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,06/10/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,139,PL,12,6,12/16/2027,,12/16/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/19/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,131,PL,12,15,12/22/2027,,12/22/2027,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,05/11/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,140,PL,12,6,12/23/2027,,12/23/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/20/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 31,STUB PIPE-GY,C,8,LTA5F0328A,8,101,PL,12,30,12/28/2027,,12/28/2027,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/07/2025,0,0.0,04/11/2000,37,687648,J1,66,05/22/2017,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 13,RETAINER ASSY         -KB,D,3,KBA500328A,8,76,PL,12,16,12/30/2027,,12/30/2027,Open,N,FLUID SYSTEMS - IRVINE,14.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/17/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,162,PL,12,12,12/30/2027,,12/30/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,06/11/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 14,"RETAINER, POPPET      -KB",A,4,KBA500328A,13,39,PL,12,13,12/30/2027,,12/30/2027,Open,N,FLUID SYSTEMS - IRVINE,13.0,"IRVINE, CA",0,09/11/2025,0,0.0,02/09/2000,1,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,132,PL,12,15,12/30/2027,,12/30/2027,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,05/12/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,141,PL,12,6,12/31/2027,,12/31/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/21/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 36,"END CAP, ASM OUTLET",A,2,Z513723PAP,1,1,SH,13,25,12/31/2027,05/15/2026,05/15/2026,Open,N,FLUID SYSTEMS - IRVINE,,"IRVINE, CA",0,,0,0.0,01/02/2000,25,687648,J1,66,08/05/2025,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 37,"END CAP, ASM INLET",C,3,Z513724PAP,1,1,SH,13,25,12/31/2027,05/15/2026,05/15/2026,Open,N,FLUID SYSTEMS - IRVINE,,"IRVINE, CA",0,,0,0.0,01/02/2000,25,687648,J1,66,08/05/2025,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 36,"END CAP, ASM OUTLET",A,2,Z5137241FA,1,1,SH,13,5,12/31/2027,05/15/2026,05/15/2026,Open,N,FLUID SYSTEMS - IRVINE,,"IRVINE, CA",0,,0,0.0,01/02/2000,5,687648,J1,66,08/05/2025,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 37,"END CAP, ASM INLET",C,3,Z5137243FA,1,1,SH,13,5,12/31/2027,05/15/2026,05/15/2026,Open,N,FLUID SYSTEMS - IRVINE,,"IRVINE, CA",0,,0,0.0,01/02/2000,5,687648,J1,66,08/05/2025,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 15,BRACKET               -KB,-,2,KBA500328A,9,77,PL,12,20,01/05/2028,,01/05/2028,Open,N,FLUID SYSTEMS - IRVINE,19.0,"IRVINE, CA",0,07/09/2025,0,0.0,03/18/2000,20,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 11,PISTON-ASSY-GY      -KB,A,11,KBA500328A,16,80,PL,12,40,01/06/2028,,01/06/2028,Open,N,FLUID SYSTEMS - IRVINE,40.0,"IRVINE, CA",0,11/18/2025,0,0.0,03/21/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 5,PISTON                -KB,-,1,KBA500328A,7,75,PL,12,16,01/07/2028,,01/07/2028,Open,N,FLUID SYSTEMS - IRVINE,20.0,"IRVINE, CA",0,10/09/2025,0,0.0,03/16/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,163,PL,12,12,01/07/2028,,01/07/2028,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,06/12/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,142,PL,12,6,01/10/2028,,01/10/2028,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/22/2000,6,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 33,"CLEVIS, ACTUATOR      -KB",-,1,KBA500328A,10,54,PL,12,10,01/11/2028,,01/11/2028,Open,N,FLUID SYSTEMS - IRVINE,10.0,"IRVINE, CA",0,10/30/2025,0,0.0,02/24/2000,10,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 31,STUB PIPE-GY,C,8,LTA5F0328A,8,102,PL,12,30,01/12/2028,,01/12/2028,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/07/2025,0,0.0,04/12/2000,54,687648,J1,66,05/22/2017,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,164,PL,12,12,01/14/2028,,01/14/2028,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,06/13/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,133,PL,12,15,01/14/2028,,01/14/2028,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,05/13/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,143,PL,12,6,01/17/2028,,01/17/2028,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/23/2000,6,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 34,PISTON HEAD  -KB,-,2,KBA500328A,18,31,PL,12,50,01/19/2028,,01/19/2028,Open,N,FLUID SYSTEMS - IRVINE,50.0,"IRVINE, CA",0,10/30/2025,0,0.0,02/01/2000,50,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 11,PISTON-ASSY-GY      -KB,A,11,KBA500328A,16,81,PL,12,40,01/20/2028,,01/20/2028,Open,N,FLUID SYSTEMS - IRVINE,40.0,"IRVINE, CA",0,11/18/2025,0,0.0,03/22/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 13,RETAINER ASSY         -KB,D,3,KBA500328A,8,77,PL,12,16,01/21/2028,,01/21/2028,Open,N,FLUID SYSTEMS - IRVINE,14.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/18/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,165,PL,12,12,01/21/2028,,01/21/2028,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,06/14/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,134,PL,12,15,01/21/2028,,01/21/2028,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,05/14/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,144,PL,12,6,01/24/2028,,01/24/2028,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/24/2000,6,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 15,BRACKET               -KB,-,2,KBA500328A,9,78,PL,12,20,01/26/2028,,01/26/2028,Open,N,FLUID SYSTEMS - IRVINE,19.0,"IRVINE, CA",0,07/09/2025,0,0.0,03/19/2000,20,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 31,STUB PIPE-GY,C,8,LTA5F0328A,8,103,PL,12,40,01/26/2028,,01/26/2028,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/07/2025,0,0.0,04/13/2000,54,687648,J1,66,05/22/2017,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 5,PISTON                -KB,-,1,KBA500328A,7,76,PL,12,16,01/28/2028,,01/28/2028,Open,N,FLUID SYSTEMS - IRVINE,20.0,"IRVINE, CA",0,10/09/2025,0,0.0,03/17/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,166,PL,12,12,01/28/2028,,01/28/2028,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,06/15/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,145,PL,12,6,01/31/2028,,01/31/2028,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/25/2000,6,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 11,PISTON-ASSY-GY      -KB,A,11,KBA500328A,16,82,PL,12,40,02/03/2028,,02/03/2028,Open,N,FLUID SYSTEMS - IRVINE,40.0,"IRVINE, CA",0,11/18/2025,0,0.0,03/23/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,135,PL,12,15,02/04/2028,,02/04/2028,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,05/15/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,146,PL,12,6,02/07/2028,,02/07/2028,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/26/2000,6,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 6,"FITTING, CABLE        -KB",A,5,KBA500328A,11,55,PL,12,10,02/08/2028,,02/08/2028,Open,N,FLUID SYSTEMS - IRVINE,10.0,"IRVINE, CA",0,08/13/2025,0,0.0,02/25/2000,10,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 15,BRACKET               -KB,-,2,KBA500328A,9,79,PL,12,20,02/09/2028,,02/09/2028,Open,N,FLUID SYSTEMS - IRVINE,19.0,"IRVINE, CA",0,07/09/2025,0,0.0,03/20/2000,20,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 31,STUB PIPE-GY,C,8,LTA5F0328A,8,104,PL,12,40,02/09/2028,,02/09/2028,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/07/2025,0,0.0,04/14/2000,36,687648,J1,66,05/22/2017,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 13,RETAINER ASSY         -KB,D,3,KBA500328A,8,78,PL,12,16,02/11/2028,,02/11/2028,Open,N,FLUID SYSTEMS - IRVINE,14.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/19/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,167,PL,12,12,02/11/2028,,02/11/2028,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,06/16/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,136,PL,12,15,02/11/2028,,02/11/2028,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,05/16/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,147,PL,12,6,02/14/2028,,02/14/2028,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/27/2000,6,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,168,PL,12,12,02/18/2028,,02/18/2028,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,06/17/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,148,PL,12,6,02/21/2028,,02/21/2028,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,05/28/2000,6,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
